Id,Board_symbol,Factor,Move_value,Update
646,112022112,105,2,true
647,102210000,-30,2,true
648,100012201,60,1,true
649,112001002,8,1,true
650,112201002,-10,2,true
651,121001212,24,1,true
652,100021012,48,1,true
653,102021012,-15,2,true
654,112021012,-54,1,true
655,120021010,-52,1,true
656,120021210,25,2,true
657,120021211,-60,1,true
658,122021211,350,2,true
659,220101010,-40,1,true
660,210102012,50,2,true
661,122101210,-120,1,true
662,122121210,315,2,true
663,202101000,30,2,true
664,202101010,-20,1,true
665,212100012,25,2,true
666,112101202,-90,1,true
667,112121202,175,2,true
668,112001122,36,1,true
669,112021122,-140,2,true
670,111122212,400,1,true
671,101012202,25,2,true
672,111012202,150,1,true
673,100022001,45,2,true
674,100122001,-40,1,true
675,120122001,25,2,true
676,121122001,-30,1,true
677,121122021,70,2,true
678,122011002,-20,2,true
679,122011102,78,1,true
680,122211102,63,2,true
681,112120000,-60,1,true
682,112120002,25,2,true
683,112120012,-150,1,true
684,112020010,-116,1,true
685,112020012,30,2,true
686,112020112,12,1,true
687,121121202,49,2,true
688,120001212,-20,2,true
689,112201012,156,1,true
690,110202001,40,1,true
691,112202001,-75,2,true
692,112212001,120,1,true
693,010212010,100,1,true
694,202111000,80,1,true
695,102120000,-75,2,true
696,102121000,-60,1,true
697,110022210,-25,2,true
698,111022210,60,1,true
699,120002011,40,1,true
700,120202011,-75,2,true
701,121201021,120,1,true
702,120122010,-45,2,true
703,120122011,36,1,true
704,212211000,10,2,true
705,112010022,155,2,true
706,122211000,-35,2,true
707,121012012,138,1,true
708,110020002,-15,2,true
709,110020012,0,1,true
710,102121002,50,2,true
711,102121012,-60,1,true
712,122121012,-280,2,true
713,112021000,-20,1,true
714,112021002,-70,2,true
715,102021112,126,1,true
716,122021112,-315,2,true
717,120001200,-33,2,true
718,102201010,52,1,true
719,102221010,-10,2,true
720,102221011,-30,1,true
721,112021102,48,1,true
722,120020001,-24,2,true
723,120120001,-16,1,true
724,112220001,5,2,true
725,112221001,6,1,true
726,100022100,30,2,true
727,110022100,-40,1,true
728,121120020,50,2,true
729,212011000,0,1,true
730,220111000,100,1,true
731,110002021,100,1,true
732,112002021,-25,2,true
733,112102021,60,1,true
734,112122021,-140,2,true
735,112122121,360,1,true
736,120020101,0,1,true
737,122020101,-50,2,true
738,122020111,60,1,true
739,121201000,48,1,true
740,121201002,10,2,true
741,121201012,18,1,true
742,102121200,50,2,true
743,111000022,40,1,true
744,210001002,15,2,true
745,102001210,-40,1,true
746,122001210,25,2,true
747,122001211,-30,1,true
748,122100000,-90,2,true
749,102002011,60,1,true
750,122002011,-75,2,true
751,122002111,150,1,true
752,210112002,-50,2,true
753,210112012,210,1,true
754,110201002,24,1,true
755,121001002,0,1,true
756,121001022,25,2,true
757,121101022,-30,1,true
758,121121022,140,2,true
759,212001010,-20,1,true
760,212001210,0,2,true
761,212101210,-30,1,true
762,212121210,70,2,true
763,102021010,-20,1,true
764,102021210,50,2,true
765,102112021,150,1,true
766,102011212,150,1,true
767,220101012,25,2,true
768,101002002,-60,2,true
769,111002002,60,1,true
770,121112020,60,1,true
771,121112022,-210,2,true
772,122112121,280,1,true
773,101012002,104,1,true
774,101012022,-100,2,true
775,122012101,30,1,true
776,102010021,80,1,true
777,202112010,25,2,true
778,112110022,-60,1,true
779,101012020,140,1,true
780,121012020,-50,2,true
781,121012021,90,1,true
782,120101200,20,1,true
783,122101200,-50,2,true
784,112002211,60,1,true
785,122101221,-35,2,true
786,122111221,40,1,true
787,121001020,0,1,true
788,121001220,25,2,true
789,121011220,30,1,true
790,121011222,385,2,true
791,120012211,120,1,true
792,101102020,60,1,true
793,101102022,-25,2,true
794,101112022,0,1,true
795,210011022,-100,2,true
796,121002000,-72,2,true
797,121102000,24,1,true
798,121102002,5,2,true
799,121112002,84,1,true
800,122000011,20,1,true
801,122000211,-25,2,true
802,122010211,60,1,true
803,222101010,50,2,true
804,121001200,-16,1,true
805,121201200,5,2,true
806,121211200,30,1,true
807,101021200,20,1,true
808,102022110,-50,2,true
809,111021220,60,1,true
810,202011010,80,1,true
811,222011010,100,2,true
812,122100100,20,1,true
813,101001202,44,1,true
814,101021202,-20,2,true
815,111021202,60,1,true
816,122000001,-60,2,true
817,122001001,60,1,true
818,122201001,-100,2,true
819,122201101,120,1,true
820,121202211,-175,2,true
821,102212011,150,1,true
822,121010200,64,1,true
823,102212100,-75,2,true
824,111200002,80,1,true
825,210011200,0,1,true
826,212110002,-50,2,true
827,212110012,120,1,true
828,102101202,-50,2,true
829,102111202,90,1,true
830,122210010,-135,2,true
831,122210011,90,1,true
832,120001021,-20,1,true
833,120021021,75,2,true
834,120012001,80,1,true
835,120001201,40,1,true
836,120021201,0,2,true
837,121021201,60,1,true
838,122211100,18,1,true
839,100012012,-80,1,true
840,120011122,60,1,true
841,102102012,125,2,true
842,110120002,0,1,true
843,110122002,25,2,true
844,111122002,60,1,true
845,111020002,40,1,true
846,112122000,25,2,true
847,122021011,-120,1,true
848,120101020,-40,1,true
849,120121020,75,2,true
850,112200012,-50,2,true
851,112210012,60,1,true
852,111212002,90,1,true
853,101102002,24,1,true
854,101102202,5,2,true
855,101112202,-114,1,true
856,101002012,20,1,true
857,101022012,-50,2,true
858,112022101,60,1,true
859,112022121,-140,2,true
860,101002020,0,2,true
861,111002020,20,1,true
862,100202001,0,2,true
863,122001021,-25,2,true
864,122011021,60,1,true
865,100012020,-105,2,true
866,100012021,60,1,true
867,120000021,-15,2,true
868,120010021,60,1,true
869,120112002,30,2,true
870,121010020,40,1,true
871,120212100,-25,2,true
872,121212001,30,1,true
873,121021020,50,2,true
874,111201022,30,1,true
875,112120200,75,2,true
876,121011202,-144,1,true
877,112212010,120,1,true
878,122101020,-150,2,true
879,111202012,90,1,true
880,110212102,-30,1,true
881,122011020,-150,2,true
882,102002001,-60,2,true
883,102002101,100,1,true
884,102202101,-50,2,true
885,121001221,60,1,true
886,101212002,-100,2,true
887,121010122,30,1,true
888,102001021,20,1,true
889,120002211,-25,2,true
890,112201021,36,1,true
891,120021102,5,2,true
892,121021102,-24,1,true
893,121221102,14,2,true
894,102012100,40,1,true
895,122012100,-25,2,true
896,122112100,30,1,true
897,121202110,30,1,true
898,121202112,-105,2,true
899,120121200,50,2,true
900,102121021,-60,1,true
901,121001202,30,2,true
902,120002101,20,1,true
903,122002101,-75,2,true
904,110002201,20,1,true
905,110022201,-25,2,true
906,111022201,30,1,true
907,121110022,-60,1,true
908,112201200,25,2,true
909,112001221,0,1,true
910,120210001,20,1,true
911,112001022,-15,2,true
912,122001112,60,1,true
913,102012001,80,1,true
914,121201020,-125,2,true
915,121211020,150,1,true
916,212101020,-25,2,true
917,110021202,75,2,true
918,110122200,0,2,true
919,111122200,60,1,true
920,120002100,-45,2,true
921,120012100,40,1,true
922,120012102,-75,2,true
923,122210101,30,1,true
924,202211010,-150,2,true
925,110022001,20,1,true
926,110022021,-25,2,true
927,110122021,30,1,true
928,102021021,25,2,true
929,121021122,105,2,true
930,102112200,0,2,true
931,102202011,0,2,true
932,112202011,-30,1,true
933,112222011,140,2,true
934,111020020,100,1,true
935,101122020,-25,2,true
936,120122101,30,1,true
937,120102100,20,1,true
938,110002012,-20,1,true
939,112002012,100,2,true
940,102211012,120,1,true
941,102010201,20,1,true
942,102011122,6,1,true
943,112001202,0,2,true
944,010122010,24,1,true
945,210122010,-15,2,true
946,112221010,-42,1,true
947,100002021,-30,2,true
948,120102021,-25,2,true
949,121102021,60,1,true
950,121102221,-35,2,true
951,112200010,20,1,true
952,121021012,42,1,true
953,121102012,12,1,true
954,121102212,28,2,true
955,101120002,0,1,true
956,121120002,30,2,true
957,121121002,0,1,true
958,110022012,-25,2,true
959,111022012,60,1,true
960,112002010,-40,1,true
961,121012002,-140,2,true
962,210120000,18,2,true
963,212121000,25,2,true
964,212121010,-60,1,true
965,120101022,-25,2,true
966,112001200,-40,1,true
967,110012202,-100,2,true
968,122110102,90,1,true
969,121021002,55,2,true
970,102012120,-50,2,true
971,112012120,-30,1,true
972,102002211,-25,2,true
973,102012211,90,1,true
974,121002001,40,1,true
975,121002201,-25,2,true
976,101002201,44,1,true
977,102002121,-75,2,true
978,111002221,90,1,true
979,100022101,0,1,true
980,120022101,-25,2,true
981,121002021,-25,2,true
982,112202121,-35,2,true
983,122021010,50,2,true
984,122121010,-60,1,true
985,120112201,120,1,true
986,121000201,20,1,true
987,122200101,-50,2,true
988,202121010,25,2,true
989,121020010,0,1,true
990,121020210,-25,2,true
991,112020121,30,1,true
992,121220010,50,2,true
993,121221100,-30,1,true
994,102002110,40,1,true
995,111012022,90,1,true
996,122121000,0,2,true
997,112022011,-30,1,true
998,121010212,18,1,true
999,122010001,60,1,true
1000,102111022,60,1,true
1001,112002121,30,1,true
1002,121002012,-25,2,true
1003,121002112,60,1,true
1004,122000112,-25,2,true
1005,102201012,-50,2,true
1006,111012220,60,1,true
1007,122120010,-25,2,true
1008,111221200,60,1,true
1009,111002200,40,1,true
1010,110122020,-75,2,true
1011,111221020,60,1,true
1012,111000202,40,1,true
1013,121021200,0,2,true
1014,121121200,-30,1,true
1015,210011202,-50,2,true
1016,112110202,-60,1,true
1017,121100022,-25,2,true
1018,111202201,30,1,true
1019,121200010,40,1,true
1020,122201100,-40,2,true
1021,121020112,66,1,true
1022,120212011,60,1,true
1023,101122012,60,1,true
1024,122110021,120,1,true
1025,121021000,-16,1,true
1026,101022211,-60,1,true
1027,122021100,-25,2,true
1028,122021110,60,1,true
1029,112122100,30,1,true
1030,122001100,4,1,true
1031,101022010,0,1,true
1032,121022010,-25,2,true
1033,121122010,30,1,true
1034,100002201,-42,2,true
1035,112102002,25,2,true
1036,110222010,25,2,true
1037,101202012,25,2,true
1038,112202101,-30,1,true
1039,112222101,70,2,true
1040,121100200,0,1,true
1041,121120200,25,2,true
1042,102021121,-30,1,true
1043,101221002,-50,2,true
1044,110202012,-25,2,true
1045,112202110,-60,1,true
1046,121120000,-20,1,true
1047,121212000,-100,2,true
1048,121212010,90,1,true
1049,122100001,20,1,true
1050,122100201,-25,2,true
1051,122110201,30,1,true
1052,120001210,24,1,true
1053,122020110,-25,2,true
1054,102012102,100,2,true
1055,210000012,-15,2,true
1056,210001012,60,1,true
1057,202101012,-25,2,true
1058,212101212,-35,2,true
1059,212111212,40,1,true
1060,210121002,25,2,true
1061,101022021,25,2,true
1062,101122021,-30,1,true
1063,111021022,60,1,true
1064,110002102,0,1,true
1065,110022102,-25,2,true
1066,110122102,30,1,true
1067,212100000,-30,2,true
1068,222110010,75,2,true
1069,101212102,60,1,true
1070,122000101,100,1,true
1071,122120101,60,1,true
1072,120010201,40,1,true
1073,121221001,60,1,true
1074,101122002,-75,2,true
1075,122011201,120,1,true
1076,102022111,120,1,true
1077,102001212,-25,2,true
1078,110212012,30,1,true
1079,112020001,-40,1,true
1080,112020201,25,2,true
1081,102022011,-50,2,true
1082,112020021,0,2,true
1083,110122201,30,1,true
1084,120002110,20,1,true
1085,102102021,-75,2,true
1086,112102221,-35,2,true
1087,101212012,150,1,true
1088,102212010,-100,2,true
1089,101122200,-50,2,true
1090,112021120,30,1,true
1091,112012021,30,1,true
1092,112200001,40,1,true
1093,121112200,96,1,true
1094,112212120,-35,2,true
1095,101022201,5,2,true
1096,101122201,6,1,true
1097,210001200,-15,2,true
1098,212101200,-25,2,true
1099,212111200,30,1,true
1100,111122020,60,1,true
1101,121020021,25,2,true
1102,121220011,-30,1,true
1103,112100202,25,2,true
1104,112100200,-20,1,true
1105,121020201,25,2,true
1106,121120201,-30,1,true
1107,122121100,30,1,true
1108,200111002,20,1,true
1109,101012122,60,1,true
1110,121012102,30,1,true
1111,120221101,30,1,true
1112,111102202,30,1,true
1113,121100020,20,1,true
1114,121102020,-50,2,true
1115,111202021,30,1,true
1116,111102022,30,1,true
