Id,Board_symbol,Factor,Move_value,Update
196,122112000,-500,2,true
197,122112010,-500,1,true
198,122112012,600,2,true
199,100020001,-370,1,true
200,102020001,87,2,true
201,102020101,500,1,true
202,102022101,-350,2,true
203,102122101,180,1,true
204,101002000,500,1,true
205,101002200,-435,2,true
206,101002210,132,1,true
207,101002212,-110,2,true
208,101012212,500,1,true
209,122011122,-500,2,true
210,122111122,500,1,true
211,102000100,434,1,true
212,122000100,-168,2,true
213,122000110,84,1,true
214,122002110,-75,2,true
215,122012110,-210,1,true
216,122212110,-500,2,true
217,122212111,500,1,true
218,100021000,-132,1,true
219,120020010,-234,2,true
220,101221000,316,1,true
221,121221000,-55,2,true
222,111022021,500,1,true
223,120001000,276,1,true
224,120001002,-237,2,true
225,120001102,252,1,true
226,121200012,-20,2,true
227,121210012,270,1,true
228,121212012,-500,2,true
229,010002010,70,1,true
230,210002010,-150,2,true
231,110002210,20,1,true
232,110002212,-25,2,true
233,111002212,120,1,true
234,110020000,-484,1,true
235,100122000,-396,2,true
236,101122000,196,1,true
237,121122000,-70,2,true
238,121022011,-186,1,true
239,121022211,154,2,true
240,200012010,-500,2,true
241,210011020,500,1,true
242,212011020,-400,2,true
243,212111020,500,1,true
244,120012000,-497,2,true
245,121012000,500,1,true
246,121012200,-120,2,true
247,121012201,360,1,true
248,210012010,500,1,true
249,202011000,-500,2,true
250,102010012,-336,1,true
251,102011202,-500,2,true
252,112010212,480,1,true
253,120010020,-485,2,true
254,120011020,500,1,true
255,120011022,-500,2,true
256,122011120,500,1,true
257,121212210,-500,2,true
258,121212211,500,1,true
259,102000010,98,1,true
260,102020010,87,2,true
261,102020011,-420,1,true
262,122020011,-125,2,true
263,122120011,-270,1,true
264,122122011,-385,2,true
265,122122111,440,1,true
266,120010200,-497,2,true
267,120011200,500,1,true
268,120011202,-500,2,true
269,112210102,-84,1,true
270,112212102,600,2,true
271,110002020,-195,2,true
272,120201001,140,1,true
273,122200011,-225,2,true
274,121201201,300,1,true
275,202010010,-255,2,true
276,102110002,-200,1,true
277,102112002,600,2,true
278,010020010,-500,1,true
279,200121000,426,2,true
280,100121002,-272,1,true
281,120121002,-175,2,true
282,120121012,500,1,true
283,112221012,427,2,true
284,112221112,392,1,true
285,112000000,-158,1,true
286,112000002,168,2,true
287,112000012,-108,1,true
288,112000212,25,2,true
289,112001212,-120,1,true
290,112021212,600,2,true
291,120110002,500,1,true
292,122110002,-500,2,true
293,122111002,500,1,true
294,010012020,-500,2,true
295,120012010,240,1,true
296,120012012,90,2,true
297,120112012,-500,1,true
298,120000012,18,2,true
299,120010012,300,1,true
300,102211002,500,2,true
301,112211002,500,1,true
302,101000002,500,1,true
303,101020002,-500,2,true
304,101021002,212,1,true
305,101021022,-375,2,true
306,122021101,-30,1,true
307,122221101,-500,2,true
308,122221111,500,1,true
309,102021000,75,2,true
310,101020012,500,1,true
311,121020012,-135,2,true
312,121120012,282,1,true
313,121122012,-500,2,true
314,121122112,500,1,true
315,120011002,500,1,true
316,120211002,-290,2,true
317,120211012,132,1,true
318,122211012,500,2,true
319,212010000,-491,2,true
320,212110000,288,1,true
321,212110020,-170,2,true
322,120011212,444,1,true
323,122011212,-500,2,true
324,120010002,-500,2,true
325,121010002,-60,1,true
326,121210002,-110,2,true
327,121210102,60,1,true
328,100022010,381,2,true
329,120021100,-288,1,true
330,101222010,600,2,true
331,010220010,408,2,true
332,010221010,-256,1,true
333,220121010,600,2,true
334,112122010,-500,1,true
335,112122210,600,2,true
336,010211020,-20,1,true
337,220112010,100,2,true
338,112112020,-500,1,true
339,112112022,600,2,true
340,210211000,-444,1,true
341,210211002,-450,2,true
342,220111012,500,1,true
343,210201000,165,2,true
344,122001010,188,1,true
345,122201010,-265,2,true
346,122211010,500,1,true
347,010022010,600,2,true
348,120121000,-500,1,true
349,112220010,600,2,true
350,110022211,-500,1,true
351,112022211,105,2,true
352,010201020,-75,2,true
353,110102020,60,1,true
354,112102020,0,2,true
355,122201011,300,1,true
356,122201211,-210,2,true
357,122211211,500,1,true
358,100002102,-360,2,true
359,100012102,-200,1,true
360,121010022,-225,2,true
361,122010121,500,1,true
362,102000001,202,1,true
363,120000201,-45,2,true
364,102201001,44,1,true
365,102221001,140,2,true
366,121020211,210,1,true
367,120021000,515,2,true
368,120021001,-500,1,true
369,122021001,175,2,true
370,101022112,-30,1,true
371,121022112,-315,2,true
372,120000102,-500,2,true
373,120010102,500,1,true
374,122010102,-150,2,true
375,122010112,-378,1,true
376,122012112,600,2,true
377,121020000,500,2,true
378,101022001,-500,1,true
379,101222001,600,2,true
380,112000020,-15,2,true
381,101201002,88,1,true
382,120002112,0,2,true
383,120012112,-330,1,true
384,010200010,72,1,true
385,010202010,-90,2,true
386,110202010,120,1,true
387,112202010,-100,2,true
388,122101021,-30,1,true
389,112202211,-105,2,true
390,112212211,120,1,true
391,120102000,-500,2,true
392,120102010,56,1,true
393,120102012,-150,2,true
394,122201110,186,1,true
395,122201112,112,2,true
396,200101000,-50,1,true
397,200101002,0,2,true
398,210101002,-20,1,true
399,212101002,75,2,true
400,212101012,-30,1,true
401,212121012,455,2,true
402,210100000,74,1,true
403,212001000,-39,2,true
404,212101000,24,1,true
405,212001012,-50,2,true
406,212011012,500,1,true
407,010221000,-162,2,true
408,110122000,480,1,true
409,112120020,-275,2,true
410,111221002,500,1,true
411,112210002,-240,2,true
412,121110202,-264,1,true
413,121112202,500,2,true
414,200011002,-500,2,true
415,210011002,220,1,true
416,212011002,-500,2,true
417,212111002,150,1,true
418,210112000,500,1,true
419,212112000,5,2,true
420,112011022,-500,1,true
421,112002000,75,2,true
422,101001022,-60,1,true
423,102002112,175,2,true
424,102000102,-279,2,true
425,102001102,136,1,true
426,122001102,-55,2,true
427,122101102,90,1,true
428,120210000,-500,2,true
429,120211000,500,1,true
430,120212010,-500,2,true
431,120112021,360,1,true
432,110221000,220,1,true
433,112221000,365,2,true
434,112021021,-318,1,true
435,112221021,133,2,true
436,210001020,-165,2,true
437,210102010,20,1,true
438,212201010,-75,2,true
439,212211010,500,1,true
440,220101000,-105,2,true
441,122101000,160,1,true
442,122101002,-200,2,true
443,122101012,420,1,true
444,122101212,-500,2,true
445,112020000,500,2,true
446,102021001,-500,1,true
447,102021201,600,2,true
448,122010010,500,1,true
449,122012010,50,2,true
450,122012011,500,1,true
451,102021100,396,1,true
452,102021102,-225,2,true
453,102121102,500,1,true
454,200001010,-40,1,true
455,200021010,-30,2,true
456,110021200,-500,1,true
457,112021200,600,2,true
458,010021020,-231,2,true
459,110021020,484,1,true
460,112021020,485,2,true
461,120021112,500,1,true
462,121221012,500,2,true
463,121221112,500,1,true
464,122010012,485,2,true
465,122110012,-330,1,true
466,120001020,-180,2,true
467,101202010,20,1,true
468,122001120,-125,2,true
469,122101120,60,1,true
470,102100002,-105,2,true
471,110001202,-80,1,true
472,122100012,-175,2,true
473,101202000,-315,2,true
474,121000021,40,1,true
475,120202101,-50,2,true
476,120212101,120,1,true
477,102001200,-75,2,true
478,102101200,20,1,true
479,112002210,-50,2,true
480,112012210,500,1,true
481,102001002,-105,2,true
482,102101002,40,1,true
483,102101022,-25,2,true
484,112101022,-90,1,true
485,102000201,-30,2,true
486,102001201,-80,1,true
487,122001201,-100,2,true
488,122101201,0,1,true
489,122121201,315,2,true
490,120002001,-165,2,true
491,120102001,164,1,true
492,122102001,-75,2,true
493,122102101,180,1,true
494,120201000,-276,2,true
495,120201010,168,1,true
496,120221010,-360,2,true
497,121221010,500,1,true
498,122221110,-500,2,true
499,122000010,-153,2,true
500,102102001,20,1,true
501,102102201,0,2,true
502,112102201,-30,1,true
503,112122201,455,2,true
504,102010200,-500,2,true
505,102011200,500,1,true
506,122010210,-500,2,true
507,102112201,300,1,true
508,110012002,-400,1,true
509,112012002,600,2,true
510,102201000,0,2,true
511,121000012,68,1,true
512,121000212,110,2,true
513,112201102,48,1,true
514,112221102,224,2,true
515,121121212,500,1,true
516,110012020,500,1,true
517,112012020,50,2,true
518,122211001,390,1,true
519,120120000,-267,2,true
520,100022011,-412,1,true
521,120022011,-245,2,true
522,120022111,500,1,true
523,121000200,-96,2,true
524,121000210,76,1,true
525,121002210,-65,2,true
526,121012210,500,1,true
527,112212121,500,1,true
528,102120001,-140,1,true
529,122120001,0,2,true
530,122121001,-500,1,true
531,122121021,600,2,true
532,100212000,-500,2,true
533,100212001,100,1,true
534,212010010,500,1,true
535,010112020,-64,1,true
536,220211010,350,2,true
537,110112022,-360,1,true
538,112001020,-44,1,true
539,112001220,175,2,true
540,112201201,-120,1,true
541,112221201,600,2,true
542,112000200,0,2,true
543,112000210,-20,1,true
544,112020210,375,2,true
545,102000012,-15,2,true
546,112000102,40,1,true
547,112020102,-120,2,true
548,112120102,180,1,true
549,120200001,-75,2,true
550,121200001,-20,1,true
551,121220001,100,2,true
552,121220101,-150,1,true
553,102012000,-500,2,true
554,102012010,-420,1,true
555,102012012,600,2,true
556,210112020,0,2,true
557,200001012,-60,2,true
558,200011012,460,1,true
559,202011012,-500,2,true
560,202111012,390,1,true
561,102002100,-15,2,true
562,112002100,0,1,true
563,112202100,25,2,true
564,112212100,30,1,true
565,121112220,-500,2,true
566,121112221,500,1,true
567,120020011,300,1,true
568,120221001,-125,2,true
569,120221011,500,1,true
570,122221011,-500,2,true
571,102011002,500,1,true
572,102011022,-495,2,true
573,110012212,500,1,true
574,110002200,-165,2,true
575,110102200,20,1,true
576,110102202,-50,2,true
577,110112202,-500,1,true
578,112112202,600,2,true
579,102001012,100,1,true
580,122001012,-110,2,true
581,122011012,500,1,true
582,121200000,-12,2,true
583,101002021,0,1,true
584,120002121,-50,2,true
585,121002121,-30,1,true
586,121202121,-35,2,true
587,121212121,40,1,true
588,112100020,-40,1,true
589,112121020,-500,1,true
590,110021002,500,1,true
591,110221002,-375,2,true
592,121021210,500,1,true
593,121021212,500,2,true
594,110002002,-225,2,true
595,110102002,-20,1,true
596,110102022,-125,2,true
597,122102110,240,1,true
598,121210000,192,1,true
599,122210100,-55,2,true
600,102012121,500,1,true
601,102001020,-126,2,true
602,102101020,100,1,true
603,102121020,25,2,true
604,120121102,500,1,true
605,110022000,-405,2,true
606,111220000,500,1,true
607,122100010,220,1,true
608,122102010,-150,2,true
609,122102011,240,1,true
610,122102211,-420,2,true
611,102020100,-387,2,true
612,111020200,480,1,true
613,101012200,256,1,true
614,122010120,-425,2,true
615,111212200,500,1,true
616,101022000,-500,2,true
617,111022000,500,1,true
618,102002010,-45,2,true
619,102102010,-120,1,true
620,102122010,-225,2,true
621,102122011,-150,1,true
622,112021221,600,2,true
623,101102200,68,1,true
624,121102200,-45,2,true
625,121002211,66,1,true
626,122201121,-70,2,true
627,122211121,500,1,true
628,101212000,500,1,true
629,120012120,-500,2,true
630,120012121,420,1,true
631,101021020,-220,1,true
632,120022110,-125,2,true
633,121022110,-30,1,true
634,121222110,175,2,true
635,212000010,-45,2,true
636,212100010,80,1,true
637,212102010,-50,2,true
638,212112010,210,1,true
639,120001012,84,1,true
640,120021012,25,2,true
641,112221100,102,1,true
642,210010012,240,1,true
643,110022010,-500,1,true
644,112022010,600,2,true
645,110022112,-500,1,true
646,112022112,600,2,true
647,102210000,-369,2,true
648,100012201,340,1,true
649,112001002,4,1,true
650,112201002,-50,2,true
651,121001212,84,1,true
652,100021012,496,1,true
653,102021012,500,2,true
654,112021012,-500,1,true
655,120021010,500,1,true
656,120021210,500,2,true
657,120021211,-270,1,true
658,122021211,600,2,true
659,220101010,-80,1,true
660,210102012,25,2,true
661,122101210,-210,1,true
662,122121210,600,2,true
663,202101000,60,2,true
664,202101010,-40,1,true
665,212100012,25,2,true
666,112101202,-210,1,true
667,112121202,600,2,true
668,112001122,150,1,true
669,112021122,-500,2,true
670,111122212,500,1,true
671,101012202,-500,2,true
672,111012202,500,1,true
673,100022001,402,2,true
674,100122001,136,1,true
675,120122001,0,2,true
676,121122001,-500,1,true
677,121122021,600,2,true
678,122011002,-500,2,true
679,122011102,500,1,true
680,122211102,500,2,true
681,112120000,-500,1,true
682,112120002,-450,2,true
683,112120012,-500,1,true
684,112020010,-500,1,true
685,112020012,600,2,true
686,112020112,-500,1,true
687,121121202,147,2,true
688,120001212,-45,2,true
689,112201012,318,1,true
690,110202001,40,1,true
691,112202001,-75,2,true
692,112212001,500,1,true
693,010212010,500,1,true
694,202111000,500,1,true
695,102120000,-15,2,true
696,102121000,-480,1,true
697,110022210,0,2,true
698,111022210,500,1,true
699,120002011,200,1,true
700,120202011,-100,2,true
701,121201021,150,1,true
702,120122010,-500,2,true
703,120122011,222,1,true
704,212211000,-340,2,true
705,112010022,600,2,true
706,122211000,-345,2,true
707,121012012,500,1,true
708,110020002,-114,2,true
709,110020012,-316,1,true
710,102121002,50,2,true
711,102121012,-500,1,true
712,122121012,-500,2,true
713,112021000,-500,1,true
714,112021002,10,2,true
715,102021112,500,1,true
716,122021112,-500,2,true
717,120001200,-108,2,true
718,102201010,52,1,true
719,102221010,70,2,true
720,102221011,-240,1,true
721,112021102,198,1,true
722,120020001,264,2,true
723,120120001,-64,1,true
724,112220001,130,2,true
725,112221001,-500,1,true
726,100022100,-210,2,true
727,110022100,-20,1,true
728,121120020,600,2,true
729,212011000,500,1,true
730,220111000,500,1,true
731,110002021,120,1,true
732,112002021,-25,2,true
733,112102021,60,1,true
734,112122021,-455,2,true
735,112122121,500,1,true
736,120020101,-40,1,true
737,122020101,-350,2,true
738,122020111,500,1,true
739,121201000,120,1,true
740,121201002,40,2,true
741,121201012,42,1,true
742,102121200,425,2,true
743,111000022,500,1,true
744,210001002,15,2,true
745,102001210,-60,1,true
746,122001210,0,2,true
747,122001211,-90,1,true
748,122100000,-500,2,true
749,102002011,100,1,true
750,122002011,-175,2,true
751,122002111,360,1,true
752,210112002,-250,2,true
753,210112012,500,1,true
754,110201002,264,1,true
755,121001002,-148,1,true
756,121001022,225,2,true
757,121101022,-210,1,true
758,121121022,600,2,true
759,212001010,-40,1,true
760,212001210,-25,2,true
761,212101210,-30,1,true
762,212121210,105,2,true
763,102021010,-112,1,true
764,102021210,300,2,true
765,102112021,500,1,true
766,102011212,500,1,true
767,220101012,0,2,true
768,101002002,-500,2,true
769,111002002,500,1,true
770,121112020,500,1,true
771,121112022,-500,2,true
772,122112121,500,1,true
773,101012002,500,1,true
774,101012022,-500,2,true
775,122012101,270,1,true
776,102010021,500,1,true
777,202112010,125,2,true
778,112110022,-450,1,true
779,101012020,500,1,true
780,121012020,-500,2,true
781,121012021,500,1,true
782,120101200,-20,1,true
783,122101200,-50,2,true
784,112002211,60,1,true
785,122101221,-70,2,true
786,122111221,80,1,true
787,121001020,20,1,true
788,121001220,100,2,true
789,121011220,-210,1,true
790,121011222,600,2,true
791,120012211,500,1,true
792,101102020,80,1,true
793,101102022,-25,2,true
794,101112022,-480,1,true
795,210011022,-500,2,true
796,121002000,-219,2,true
797,121102000,76,1,true
798,121102002,-80,2,true
799,121112002,500,1,true
800,122000011,160,1,true
801,122000211,-75,2,true
802,122010211,500,1,true
803,222101010,150,2,true
804,121001200,-4,1,true
805,121201200,-65,2,true
806,121211200,162,1,true
807,101021200,500,1,true
808,102022110,-400,2,true
809,111021220,500,1,true
810,202011010,20,1,true
811,222011010,600,2,true
812,122100100,120,1,true
813,101001202,152,1,true
814,101021202,-225,2,true
815,111021202,500,1,true
816,122000001,-150,2,true
817,122001001,40,1,true
818,122201001,-150,2,true
819,122201101,360,1,true
820,121202211,-350,2,true
821,102212011,500,1,true
822,121010200,156,1,true
823,102212100,-225,2,true
824,111200002,500,1,true
825,210011200,0,1,true
826,212110002,-75,2,true
827,212110012,210,1,true
828,102101202,25,2,true
829,102111202,500,1,true
830,122210010,-495,2,true
831,122210011,450,1,true
832,120001021,-100,1,true
833,120021021,600,2,true
834,120012001,500,1,true
835,120001201,180,1,true
836,120021201,-50,2,true
837,121021201,500,1,true
838,122211100,120,1,true
839,100012012,-460,1,true
840,120011122,270,1,true
841,102102012,450,2,true
842,110120002,500,1,true
843,110122002,-500,2,true
844,111122002,360,1,true
845,111020002,500,1,true
846,112122000,-75,2,true
847,122021011,-420,1,true
848,120101020,-20,1,true
849,120121020,575,2,true
850,112200012,-100,2,true
851,112210012,390,1,true
852,111212002,500,1,true
853,101102002,8,1,true
854,101102202,-15,2,true
855,101112202,-500,1,true
856,101002012,152,1,true
857,101022012,-300,2,true
858,112022101,-180,1,true
859,112022121,-500,2,true
860,101002020,-500,2,true
861,111002020,160,1,true
862,100202001,75,2,true
863,122001021,-100,2,true
864,122011021,500,1,true
865,100012020,-500,2,true
866,100012021,500,1,true
867,120000021,-30,2,true
868,120010021,240,1,true
869,120112002,-495,2,true
870,121010020,280,1,true
871,120212100,-200,2,true
872,121212001,240,1,true
873,121021020,600,2,true
874,111201022,120,1,true
875,112120200,600,2,true
876,121011202,-500,1,true
877,112212010,500,1,true
878,122101020,-150,2,true
879,111202012,240,1,true
880,110212102,-60,1,true
881,122011020,-500,2,true
882,102002001,-165,2,true
883,102002101,200,1,true
884,102202101,-125,2,true
885,121001221,150,1,true
886,101212002,-500,2,true
887,121010122,90,1,true
888,102001021,100,1,true
889,120002211,-145,2,true
890,112201021,102,1,true
891,120021102,-295,2,true
892,121021102,-108,1,true
893,121221102,49,2,true
894,102012100,-200,1,true
895,122012100,-75,2,true
896,122112100,240,1,true
897,121202110,60,1,true
898,121202112,-140,2,true
899,120121200,325,2,true
900,102121021,-180,1,true
901,121001202,120,2,true
902,120002101,100,1,true
903,122002101,-350,2,true
904,110002201,40,1,true
905,110022201,50,2,true
906,111022201,500,1,true
907,121110022,-120,1,true
908,112201200,-200,2,true
909,112001221,-30,1,true
910,120210001,120,1,true
911,112001022,15,2,true
912,122001112,102,1,true
913,102012001,500,1,true
914,121201020,-225,2,true
915,121211020,500,1,true
916,212101020,-45,2,true
917,110021202,-225,2,true
918,110122200,-25,2,true
919,111122200,180,1,true
920,120002100,-90,2,true
921,120012100,320,1,true
922,120012102,-475,2,true
923,122210101,90,1,true
924,202211010,-500,2,true
925,110022001,-140,1,true
926,110022021,-325,2,true
927,110122021,90,1,true
928,102021021,130,2,true
929,121021122,280,2,true
930,102112200,-175,2,true
931,102202011,-25,2,true
932,112202011,-60,1,true
933,112222011,600,2,true
934,111020020,500,1,true
935,101122020,-250,2,true
936,120122101,240,1,true
937,120102100,60,1,true
938,110002012,-20,1,true
939,112002012,275,2,true
940,102211012,500,1,true
941,102010201,480,1,true
942,102011122,36,1,true
943,112001202,125,2,true
944,010122010,-500,1,true
945,210122010,65,2,true
946,112221010,-500,1,true
947,100002021,-60,2,true
948,120102021,-100,2,true
949,121102021,90,1,true
950,121102221,-105,2,true
951,112200010,-20,1,true
952,121021012,500,1,true
953,121102012,108,1,true
954,121102212,84,2,true
955,101120002,124,1,true
956,121120002,-85,2,true
957,121121002,-500,1,true
958,110022012,75,2,true
959,111022012,500,1,true
960,112002010,-100,1,true
961,121012002,-485,2,true
962,210120000,500,2,true
963,212121000,400,2,true
964,212121010,-390,1,true
965,120101022,-50,2,true
966,112001200,-80,1,true
967,110012202,-500,2,true
968,122110102,500,1,true
969,121021002,500,2,true
970,102012120,-500,2,true
971,112012120,-240,1,true
972,102002211,-75,2,true
973,102012211,500,1,true
974,121002001,80,1,true
975,121002201,-145,2,true
976,101002201,328,1,true
977,102002121,-325,2,true
978,111002221,180,1,true
979,100022101,-120,1,true
980,120022101,-150,2,true
981,121002021,-50,2,true
982,112202121,-105,2,true
983,122021010,-475,2,true
984,122121010,-500,1,true
985,120112201,420,1,true
986,121000201,124,1,true
987,122200101,-225,2,true
988,202121010,175,2,true
989,121020010,260,1,true
990,121020210,25,2,true
991,112020121,114,1,true
992,121220010,525,2,true
993,121221100,-60,1,true
994,102002110,-20,1,true
995,111012022,500,1,true
996,122121000,-200,2,true
997,112022011,-420,1,true
998,121010212,270,1,true
999,122010001,500,1,true
1000,102111022,300,1,true
1001,112002121,180,1,true
1002,121002012,-20,2,true
1003,121002112,90,1,true
1004,122000112,-195,2,true
1005,102201012,-70,2,true
1006,111012220,500,1,true
1007,122120010,50,2,true
1008,111221200,300,1,true
1009,111002200,500,1,true
1010,110122020,-500,2,true
1011,111221020,500,1,true
1012,111000202,500,1,true
1013,121021200,-285,2,true
1014,121121200,-500,1,true
1015,210011202,-75,2,true
1016,112110202,-300,1,true
1017,121100022,-125,2,true
1018,111202201,270,1,true
1019,121200010,68,1,true
1020,122201100,-80,2,true
1021,121020112,144,1,true
1022,120212011,500,1,true
1023,101122012,500,1,true
1024,122110021,500,1,true
1025,121021000,-500,1,true
1026,101022211,-500,1,true
1027,122021100,-150,2,true
1028,122021110,500,1,true
1029,112122100,270,1,true
1030,122001100,72,1,true
1031,101022010,-284,1,true
1032,121022010,200,2,true
1033,121122010,312,1,true
1034,100002201,-57,2,true
1035,112102002,350,2,true
1036,110222010,275,2,true
1037,101202012,-275,2,true
1038,112202101,-120,1,true
1039,112222101,600,2,true
1040,121100200,12,1,true
1041,121120200,540,2,true
1042,102021121,-300,1,true
1043,101221002,-480,2,true
1044,110202012,-150,2,true
1045,112202110,-150,1,true
1046,121120000,-500,1,true
1047,121212000,-500,2,true
1048,121212010,500,1,true
1049,122100001,60,1,true
1050,122100201,0,2,true
1051,122110201,180,1,true
1052,120001210,4,1,true
1053,122020110,-500,2,true
1054,102012102,600,2,true
1055,210000012,-15,2,true
1056,210001012,60,1,true
1057,202101012,-25,2,true
1058,212101212,-35,2,true
1059,212111212,40,1,true
1060,210121002,125,2,true
1061,101022021,-75,2,true
1062,101122021,-210,1,true
1063,111021022,500,1,true
1064,110002102,60,1,true
1065,110022102,-150,2,true
1066,110122102,120,1,true
1067,212100000,-45,2,true
1068,222110010,600,2,true
1069,101212102,150,1,true
1070,122000101,400,1,true
1071,122120101,500,1,true
1072,120010201,100,1,true
1073,121221001,150,1,true
1074,101122002,-125,2,true
1075,122011201,500,1,true
1076,102022111,500,1,true
1077,102001212,-50,2,true
1078,110212012,500,1,true
1079,112020001,-196,1,true
1080,112020201,100,2,true
1081,102022011,0,2,true
1082,112020021,-35,2,true
1083,110122201,-30,1,true
1084,120002110,40,1,true
1085,102102021,-75,2,true
1086,112102221,-35,2,true
1087,101212012,500,1,true
1088,102212010,-500,2,true
1089,101122200,-50,2,true
1090,112021120,114,1,true
1091,112012021,500,1,true
1092,112200001,40,1,true
1093,121112200,438,1,true
1094,112212120,-70,2,true
1095,101022201,-375,2,true
1096,101122201,396,1,true
1097,210001200,15,2,true
1098,212101200,-25,2,true
1099,212111200,90,1,true
1100,111122020,500,1,true
1101,121020021,425,2,true
1102,121220011,-120,1,true
1103,112100202,100,2,true
1104,112100200,-60,1,true
1105,121020201,-335,2,true
1106,121120201,-138,1,true
1107,122121100,150,1,true
1108,200111002,100,1,true
1109,101012122,180,1,true
1110,121012102,240,1,true
1111,120221101,0,1,true
